Niveau;Matiere;Notion;Type_jeu;Fichier_html;Statut
Terminale;Histoire-Geographie;Des territoires inegalement integres dans la mondialisation;quiz;histoire-geo/des-territoires-inegalement-integres-dans-la-mondialisation.html;à faire
Terminale;Histoire-Geographie;La France : un rayonnement international differencie et une inegale attractivite dans la mondialisation;quiz;histoire-geo/la-france-un-rayonnement-international-differencie-et-une-inegale-attractivite-dans-la-mondialisation.html;à faire
Terminale;Histoire-Geographie;La hierarchie des centres de decision mondiaux;quiz;histoire-geo/la-hierarchie-des-centres-de-decision-mondiaux.html;à faire
Terminale;Histoire-Geographie;La mondialisation et ses limites;quiz;histoire-geo/la-mondialisation-et-ses-limites.html;à faire
Terminale;Histoire-Geographie;1989, une annee de bouleversement geopolitique et economique;quiz;histoire-geo/1989-une-annee-de-bouleversement-geopolitique-et-economique.html;à faire
Terminale;Histoire-Geographie;L'influence de la chute de l'URSS sur l'Europe;quiz;histoire-geo/l-influence-de-la-chute-de-l-urss-sur-l-europe.html;à faire
Terminale;Histoire-Geographie;La montee de la puissance economique chinoise de 1978 a 2001;quiz;histoire-geo/la-montee-de-la-puissance-economique-chinoise-de-1978-a-2001.html;à faire
Terminale;Histoire-Geographie;Le Proche-Orient au coeur de la nouvelle geopolitique mondiale;quiz;histoire-geo/le-proche-orient-au-coeur-de-la-nouvelle-geopolitique-mondiale.html;à faire
Terminale;Histoire-Geographie;La crise economique et politique en France (1974-1988);quiz;histoire-geo/la-crise-economique-et-politique-en-france-1974-1988.html;à faire
Terminale;Histoire-Geographie;Les mutations sociales et culturelles de la societe francaise;quiz;histoire-geo/les-mutations-sociales-et-culturelles-de-la-societe-francaise.html;à faire
Terminale;Histoire-Geographie;Des defis a relever qui fragilisent l'UE;quiz;histoire-geo/des-defis-a-relever-qui-fragilisent-l-ue.html;à faire
Terminale;Histoire-Geographie;Les transports, outils d'ouverture, de cohesion et de competitivite de l'UE;quiz;histoire-geo/les-transports-outils-d-ouverture-de-cohesion-et-de-competitivite-de-l-ue.html;à faire
Terminale;Histoire-Geographie;L'Union europeenne : entre inegalites territoriales et concurrence;quiz;histoire-geo/l-union-europeenne-entre-inegalites-territoriales-et-concurrence.html;à faire
Terminale;Histoire-Geographie;L'Union europeenne : la puissance dans la diversite;quiz;histoire-geo/l-union-europeenne-la-puissance-dans-la-diversite.html;à faire
Terminale;Histoire-Geographie;La France et ses territoires transfrontaliers;carte;histoire-geo/la-france-et-ses-territoires-transfrontaliers.html;à faire
3e;Mathematiques;Notion de fonction;quiz;mathematiques/notion-de-fonction.html;à faire
3e;Mathematiques;Pythagore et trigonometrie;calcul;mathematiques/pythagore-et-trigonometrie.html;à faire
3e;Mathematiques;Calcul litteral;calcul;mathematiques/calcul-litteral.html;à faire
3e;Mathematiques;Proportionnalite;calcul;mathematiques/proportionnalite.html;à faire
3e;Mathematiques;Statistiques;qcm-image;mathematiques/statistiques.html;à faire
3e;Mathematiques;Espace : boule et reperage;quiz;mathematiques/espace-boule-et-reperage.html;à faire
3e;Mathematiques;Probabilites, double epreuves;calcul;mathematiques/probabilites-double-epreuves.html;à faire
3e;Mathematiques;Fonctions lineaires et affines;quiz;mathematiques/fonctions-lineaires-et-affines.html;à faire
3e;Mathematiques;Transformations;quiz;mathematiques/transformations.html;à faire
3e;Mathematiques;Arithmetique;calcul;mathematiques/arithmetique.html;à faire
4e;Mathematiques;Nombres relatifs;calcul;mathematiques/nombres-relatifs.html;à faire
4e;Mathematiques;Operations sur les fractions;calcul;mathematiques/operations-sur-les-fractions.html;à faire
4e;Mathematiques;Translations;quiz;mathematiques/translations.html;à faire
4e;Mathematiques;Puissances;calcul;mathematiques/puissances.html;à faire
4e;Mathematiques;Pyramides et cones;quiz;mathematiques/pyramides-et-cones.html;à faire
4e;Mathematiques;Calcul litteral;calcul;mathematiques/calcul-litteral.html;à faire
4e;Mathematiques;Statistiques;qcm-image;mathematiques/statistiques.html;à faire
4e;Mathematiques;Probabilites;calcul;mathematiques/probabilites.html;à faire
4e;Mathematiques;Equations et problemes;calcul;mathematiques/equations-et-problemes.html;à faire
5e;Mathematiques;Priorites operatoires;calcul;mathematiques/priorites-operatoires.html;à faire
5e;Mathematiques;Triangles;quiz;mathematiques/triangles.html;à faire
5e;Mathematiques;Proportionnalite;calcul;mathematiques/proportionnalite.html;à faire
5e;Mathematiques;Fractions;calcul;mathematiques/fractions.html;fait
5e;Mathematiques;Symetries axiales et centrales;quiz;mathematiques/symetries-axiales-et-centrales.html;à faire
5e;Mathematiques;Nombres relatifs;calcul;mathematiques/nombres-relatifs.html;à faire
5e;Mathematiques;Calcul litteral;calcul;mathematiques/calcul-litteral.html;à faire
5e;Mathematiques;Pourcentages et echelles;calcul;mathematiques/pourcentages-et-echelles.html;à faire
5e;Mathematiques;Prismes droits et cylindres;quiz;mathematiques/prismes-droits-et-cylindres.html;à faire
5e;Mathematiques;Statistiques;qcm-image;mathematiques/statistiques.html;à faire
5e;Mathematiques;Probabilites;calcul;mathematiques/probabilites.html;à faire
5e;Mathematiques;Parallelogrammes;quiz;mathematiques/parallelogrammes.html;à faire
6e;Mathematiques;Numeration;quiz;mathematiques/numeration.html;à faire
6e;Mathematiques;Droites et segments;quiz;mathematiques/droites-et-segments.html;à faire
6e;Mathematiques;Comparaison;classement;mathematiques/comparaison.html;à faire
6e;Mathematiques;Reports de longueurs;quiz;mathematiques/reports-de-longueurs.html;à faire
6e;Mathematiques;Fractions;calcul;mathematiques/fractions.html;fait
6e;Mathematiques;Symetries axiales;quiz;mathematiques/symetries-axiales.html;à faire
6e;Mathematiques;Angles;quiz;mathematiques/angles.html;à faire
6e;Mathematiques;Aires et perimetres;calcul;mathematiques/aires-et-perimetres.html;à faire
6e;Mathematiques;Proportionnalite et graphiques;qcm-image;mathematiques/proportionnalite-et-graphiques.html;à faire
6e;Mathematiques;Solides;quiz;mathematiques/solides.html;à faire
CE1, CE2;Mathematiques;Construction avec le compas;quiz;mathematiques/construction-avec-le-compas.html;à faire
CE1, CE2;Mathematiques;Construction de figures quelconques;quiz;mathematiques/construction-de-figures-quelconques.html;à faire
CE1, CE2;Mathematiques;Construction de figures sur quadrillage;quiz;mathematiques/construction-de-figures-sur-quadrillage.html;à faire
CE1, CE2;Mathematiques;Description des solides (arete);quiz;mathematiques/description-des-solides-arete.html;à faire
CE1, CE2;Mathematiques;L'angle droit;quiz;mathematiques/l-angle-droit.html;à faire
CE1, CE2;Mathematiques;Le cercle (rayon, diametre);quiz;mathematiques/le-cercle-rayon-diametre.html;à faire
CE1, CE2;Mathematiques;Le losange;quiz;mathematiques/le-losange.html;à faire
CE1, CE2;Mathematiques;Les polygones;quiz;mathematiques/les-polygones.html;à faire
CE1, CE2;Mathematiques;Patron du cube;quiz;mathematiques/patron-du-cube.html;à faire
CE1, CE2;Mathematiques;Reperage dans le quartier;quiz;mathematiques/reperage-dans-le-quartier.html;à faire
CE1, CE2;Mathematiques;Symetrie axiale (construction);quiz;mathematiques/symetrie-axiale-construction.html;à faire
CE1, CE2;Mathematiques;Symetrie axiale (pliage, papier calque);quiz;mathematiques/symetrie-axiale-pliage-papier-calque.html;à faire
CE1, CE2;Mathematiques;Trace a la regle et a l'equerre;quiz;mathematiques/trace-a-la-regle-et-a-l-equerre.html;à faire
CE1, CE2;Mathematiques;Utilisation de l'equerre;quiz;mathematiques/utilisation-de-l-equerre.html;à faire
CE1, CE2;Mathematiques;L'euro et les centimes;quiz;mathematiques/l-euro-et-les-centimes.html;à faire
CE1, CE2;Mathematiques;La tonne;quiz;mathematiques/la-tonne.html;à faire
CE1, CE2;Mathematiques;Le gramme et le kilogramme;quiz;mathematiques/le-gramme-et-le-kilogramme.html;à faire
CE1, CE2;Mathematiques;Le metre, le decimetre, le kilometre;quiz;mathematiques/le-metre-le-decimetre-le-kilometre.html;à faire
CE1, CE2;Mathematiques;Le millimetre;quiz;mathematiques/le-millimetre.html;à faire
CE1, CE2;Mathematiques;Lecture de l'heure (demi-heures);quiz;mathematiques/lecture-de-l-heure-demi-heures.html;à faire
CE1, CE2;Mathematiques;Lecture de l'heure (minutes);quiz;mathematiques/lecture-de-l-heure-minutes.html;à faire
CE1, CE2;Mathematiques;Les contenances (L, cL, dL);quiz;mathematiques/les-contenances-l-cl-dl.html;à faire
CE1, CE2;Mathematiques;Les durees (annee, siecle, millenaire);quiz;mathematiques/les-durees-annee-siecle-millenaire.html;à faire
CE1, CE2;Mathematiques;Relations entre les unites de longueur;completion;mathematiques/relations-entre-les-unites-de-longueur.html;à faire
CE1, CE2;Mathematiques;Relations entre toutes les unites de longueur;completion;mathematiques/relations-entre-toutes-les-unites-de-longueur.html;à faire
CE1, CE2;Mathematiques;Relations entre toutes les unites de masse;completion;mathematiques/relations-entre-toutes-les-unites-de-masse.html;à faire
CE1, CE2;Mathematiques;Addition posee avec retenue;calcul;mathematiques/addition-posee-avec-retenue.html;à faire
CE1, CE2;Mathematiques;Complements a la centaine superieure;calcul;mathematiques/complements-a-la-centaine-superieure.html;à faire
CE1, CE2;Mathematiques;Complements a la dizaine superieure;calcul;mathematiques/complements-a-la-dizaine-superieure.html;à faire
CE1, CE2;Mathematiques;Division euclidienne (diviseur a 1 chiffre);calcul;mathematiques/division-euclidienne-diviseur-a-1-chiffre.html;à faire
CE1, CE2;Mathematiques;Introduction a la division (partage et groupement);quiz;mathematiques/introduction-a-la-division-partage-et-groupement.html;à faire
CE1, CE2;Mathematiques;La centaine;quiz;mathematiques/la-centaine.html;à faire
CE1, CE2;Mathematiques;La multiplication (sens et symbole);quiz;mathematiques/la-multiplication-sens-et-symbole.html;à faire
CE1, CE2;Mathematiques;Le millier;quiz;mathematiques/le-millier.html;à faire
CE1, CE2;Mathematiques;Les doubles et moities de nombres usuels;calcul;mathematiques/les-doubles-et-moities-de-nombres-usuels.html;à faire
CE1, CE2;Mathematiques;Les nombres jusqu'a 10 000;quiz;mathematiques/les-nombres-jusqu-a-10-000.html;à faire
CE1, CE2;Mathematiques;Les nombres jusqu'a 1000;quiz;mathematiques/les-nombres-jusqu-a-1000.html;à faire
CE1, CE2;Mathematiques;Multiplication par 10;calcul;mathematiques/multiplication-par-10.html;à faire
CE1, CE2;Mathematiques;Multiplication par 100;calcul;mathematiques/multiplication-par-100.html;à faire
CE1, CE2;Mathematiques;Multiplication posee (2 chiffres x 1 chiffre);calcul;mathematiques/multiplication-posee-2-chiffres-x-1-chiffre.html;à faire
CE1, CE2;Mathematiques;Quotient et reste;calcul;mathematiques/quotient-et-reste.html;à faire
CE1, CE2;Mathematiques;Soustraction posee;calcul;mathematiques/soustraction-posee.html;à faire
CE1, CE2;Mathematiques;Tables de multiplication (2, 3, 4, 5);calcul;mathematiques/tables-de-multiplication-2-3-4-5.html;à faire
CE1, CE2;Mathematiques;Tables de multiplication (6, 7, 8, 9);calcul;mathematiques/tables-de-multiplication-6-7-8-9.html;à faire
CE1, CE2;Mathematiques;Construction de diagrammes;qcm-image;mathematiques/construction-de-diagrammes.html;à faire
CE1, CE2;Mathematiques;Lecture de diagrammes;qcm-image;mathematiques/lecture-de-diagrammes.html;à faire
CE1, CE2;Mathematiques;Lecture de tableaux;quiz;mathematiques/lecture-de-tableaux.html;à faire
CE1, CE2;Mathematiques;Resolution de problemes avec tableaux;calcul;mathematiques/resolution-de-problemes-avec-tableaux.html;à faire
CM1, CM2;Mathematiques;Addition posee avec retenue;calcul;mathematiques/addition-posee-avec-retenue.html;à faire
CM1, CM2;Mathematiques;Critere de divisibilite par 10;quiz;mathematiques/critere-de-divisibilite-par-10.html;à faire
CM1, CM2;Mathematiques;Critere de divisibilite par 2;quiz;mathematiques/critere-de-divisibilite-par-2.html;à faire
CM1, CM2;Mathematiques;Critere de divisibilite par 5;quiz;mathematiques/critere-de-divisibilite-par-5.html;à faire
CM1, CM2;Mathematiques;Criteres de divisibilite par 3, 9;quiz;mathematiques/criteres-de-divisibilite-par-3-9.html;à faire
CM1, CM2;Mathematiques;Division d'un decimal par un entier;calcul;mathematiques/division-d-un-decimal-par-un-entier.html;à faire
CM1, CM2;Mathematiques;Division euclidienne avec quotient decimal;calcul;mathematiques/division-euclidienne-avec-quotient-decimal.html;à faire
CM1, CM2;Mathematiques;Estimation et ordre de grandeur des resultats;calcul;mathematiques/estimation-et-ordre-de-grandeur-des-resultats.html;à faire
CM1, CM2;Mathematiques;Introduction de la division posee sans quotient decimal;calcul;mathematiques/introduction-de-la-division-posee-sans-quotient-decimal.html;à faire
CM1, CM2;Mathematiques;Multiplication d'un decimal par un entier;calcul;mathematiques/multiplication-d-un-decimal-par-un-entier.html;à faire
CM1, CM2;Mathematiques;Multiplication et division par 10, 100, 1000;calcul;mathematiques/multiplication-et-division-par-10-100-1000.html;à faire
CM1, CM2;Mathematiques;Multiplication par 10;calcul;mathematiques/multiplication-par-10.html;à faire
CM1, CM2;Mathematiques;Multiplication par 100;calcul;mathematiques/multiplication-par-100.html;à faire
CM1, CM2;Mathematiques;Multiplication par 1000;calcul;mathematiques/multiplication-par-1000.html;à faire
CM1, CM2;Mathematiques;Multiplication posee a deux chiffres;calcul;mathematiques/multiplication-posee-a-deux-chiffres.html;à faire
CM1, CM2;Mathematiques;Multiplication posee a un chiffre;calcul;mathematiques/multiplication-posee-a-un-chiffre.html;à faire
CM1, CM2;Mathematiques;Propriete de distributivite;quiz;mathematiques/propriete-de-distributivite.html;à faire
CM1, CM2;Mathematiques;Propriete de distributivite et factorisation;quiz;mathematiques/propriete-de-distributivite-et-factorisation.html;à faire
CM1, CM2;Mathematiques;Reconnaissance des nombres pairs;quiz;mathematiques/reconnaissance-des-nombres-pairs.html;à faire
CM1, CM2;Mathematiques;Soustraction posee avec retenue;calcul;mathematiques/soustraction-posee-avec-retenue.html;à faire
CM1, CM2;Mathematiques;Tables de multiplication (revisions);calcul;mathematiques/tables-de-multiplication-revisions.html;à faire
CM1, CM2;Mathematiques;Technique de la division euclidienne;calcul;mathematiques/technique-de-la-division-euclidienne.html;à faire
CM1, CM2;Mathematiques;Utilisation des parentheses dans les calculs;calcul;mathematiques/utilisation-des-parentheses-dans-les-calculs.html;à faire
CM1, CM2;Mathematiques;Addition et soustraction de fractions avec denominateurs multiples;calcul;mathematiques/addition-et-soustraction-de-fractions-avec-denominateurs-multiples.html;à faire
CM1, CM2;Mathematiques;Addition et soustraction de fractions de meme denominateur;calcul;mathematiques/addition-et-soustraction-de-fractions-de-meme-denominateur.html;à faire
CM1, CM2;Mathematiques;Comparaison de fractions de meme denominateur;classement;mathematiques/comparaison-de-fractions-de-meme-denominateur.html;à faire
CM1, CM2;Mathematiques;Comparer des fractions avec des denominateurs differents;classement;mathematiques/comparer-des-fractions-avec-des-denominateurs-differents.html;à faire
CM1, CM2;Mathematiques;Ecriture d'une fraction sous forme de somme d'un entier et d'une fraction inferieure a 1;calcul;mathematiques/ecriture-d-une-fraction-sous-forme-de-somme-d-un-entier-et-d-une-fraction-inferieure-a-1.html;à faire
CM1, CM2;Mathematiques;Ecriture fractionnaire d'un nombre decimal;calcul;mathematiques/ecriture-fractionnaire-d-un-nombre-decimal.html;à faire
CM1, CM2;Mathematiques;Encadrement d'une fraction par deux entiers consecutifs;calcul;mathematiques/encadrement-d-une-fraction-par-deux-entiers-consecutifs.html;à faire
CM1, CM2;Mathematiques;Encadrer une fraction par deux entiers;calcul;mathematiques/encadrer-une-fraction-par-deux-entiers.html;à faire
CM1, CM2;Mathematiques;Equivalences entre fractions usuelles;association;mathematiques/equivalences-entre-fractions-usuelles.html;à faire
CM1, CM2;Mathematiques;Introduction fractions sur 10;quiz;mathematiques/introduction-fractions-sur-10.html;à faire
CM1, CM2;Mathematiques;Les centièmes;quiz;mathematiques/les-centiemes.html;à faire
CM1, CM2;Mathematiques;Les millièmes;quiz;mathematiques/les-milliemes.html;à faire
CM1, CM2;Mathematiques;Notion de partage : la moitie;quiz;mathematiques/notion-de-partage-la-moitie.html;à faire
CM1, CM2;Mathematiques;Notion de partage : le quart;quiz;mathematiques/notion-de-partage-le-quart.html;à faire
CM1, CM2;Mathematiques;Notion de partage : le tiers;quiz;mathematiques/notion-de-partage-le-tiers.html;à faire
CM1, CM2;Mathematiques;Representation des fractions sur une droite graduee;quiz;mathematiques/representation-des-fractions-sur-une-droite-graduee.html;à faire
CM1, CM2;Mathematiques;Utilisation des fractions pour exprimer un partage ou une mesure;quiz;mathematiques/utilisation-des-fractions-pour-exprimer-un-partage-ou-une-mesure.html;à faire
CM1, CM2;Mathematiques;Agrandissement et reduction (coefficient entier);calcul;mathematiques/agrandissement-et-reduction-coefficient-entier.html;à faire
CM1, CM2;Mathematiques;Axe de symetrie par pliage;quiz;mathematiques/axe-de-symetrie-par-pliage.html;à faire
CM1, CM2;Mathematiques;Completer une figure par symetrie;quiz;mathematiques/completer-une-figure-par-symetrie.html;à faire
CM1, CM2;Mathematiques;Construction d'un carre;quiz;mathematiques/construction-d-un-carre.html;à faire
CM1, CM2;Mathematiques;Construction d'un cercle avec un compas;quiz;mathematiques/construction-d-un-cercle-avec-un-compas.html;à faire
CM1, CM2;Mathematiques;Construction d'un rectangle;quiz;mathematiques/construction-d-un-rectangle.html;à faire
CM1, CM2;Mathematiques;Construction d'une droite perpendiculaire a l'equerre;quiz;mathematiques/construction-d-une-droite-perpendiculaire-a-l-equerre.html;à faire
CM1, CM2;Mathematiques;Construction de paralleles et de perpendiculaires;quiz;mathematiques/construction-de-paralleles-et-de-perpendiculaires.html;à faire
CM1, CM2;Mathematiques;Construction de triangles (quelconque, rectangle);quiz;mathematiques/construction-de-triangles-quelconque-rectangle.html;à faire
CM1, CM2;Mathematiques;Construction du symetrique d'un point ou d'une figure;quiz;mathematiques/construction-du-symetrique-d-un-point-ou-d-une-figure.html;à faire
CM1, CM2;Mathematiques;Mesurer un angle avec un rapporteur;quiz;mathematiques/mesurer-un-angle-avec-un-rapporteur.html;à faire
CM1, CM2;Mathematiques;Parallelisme et perpendicularite;quiz;mathematiques/parallelisme-et-perpendicularite.html;à faire
CM1, CM2;Mathematiques;Patron du cube et du pave droit;quiz;mathematiques/patron-du-cube-et-du-pave-droit.html;à faire
CM1, CM2;Mathematiques;Reconnaissance d'un angle droit;quiz;mathematiques/reconnaissance-d-un-angle-droit.html;à faire
CM1, CM2;Mathematiques;Reconnaissance de la pyramide;quiz;mathematiques/reconnaissance-de-la-pyramide.html;à faire
CM1, CM2;Mathematiques;Reconnaissance du cube;quiz;mathematiques/reconnaissance-du-cube.html;à faire
CM1, CM2;Mathematiques;Reconnaissance du pave droit;quiz;mathematiques/reconnaissance-du-pave-droit.html;à faire
CM1, CM2;Mathematiques;Reconnaissance du prisme;quiz;mathematiques/reconnaissance-du-prisme.html;à faire
CM1, CM2;Mathematiques;Reconnaissance et trace des elements du cercle;quiz;mathematiques/reconnaissance-et-trace-des-elements-du-cercle.html;à faire
CM1, CM2;Mathematiques;Tracer des angles avec un gabarit ou un rapporteur;quiz;mathematiques/tracer-des-angles-avec-un-gabarit-ou-un-rapporteur.html;à faire
CM1, CM2;Mathematiques;Verification du parallelisme;quiz;mathematiques/verification-du-parallelisme.html;à faire
CM1, CM2;Mathematiques;Aire du carre, rectangle, triangle;calcul;mathematiques/aire-du-carre-rectangle-triangle.html;à faire
CM1, CM2;Mathematiques;Calcul du perimetre du carre;calcul;mathematiques/calcul-du-perimetre-du-carre.html;à faire
CM1, CM2;Mathematiques;Calcul du perimetre du rectangle;calcul;mathematiques/calcul-du-perimetre-du-rectangle.html;à faire
CM1, CM2;Mathematiques;Conversion des unites d'aire;completion;mathematiques/conversion-des-unites-d-aire.html;à faire
CM1, CM2;Mathematiques;Conversion des unites de longueur;completion;mathematiques/conversion-des-unites-de-longueur.html;à faire
CM1, CM2;Mathematiques;Conversion des unites de masse;completion;mathematiques/conversion-des-unites-de-masse.html;à faire
CM1, CM2;Mathematiques;Estimation d'une mesure avant calcul;calcul;mathematiques/estimation-d-une-mesure-avant-calcul.html;à faire
CM1, CM2;Mathematiques;Estimation des mesures avant calcul;calcul;mathematiques/estimation-des-mesures-avant-calcul.html;à faire
CM1, CM2;Mathematiques;Les unites d'aire (cm2, m2, km2);quiz;mathematiques/les-unites-d-aire-cm2-m2-km2.html;à faire
CM1, CM2;Mathematiques;Les unites de longueur (mm, cm, m, km);quiz;mathematiques/les-unites-de-longueur-mm-cm-m-km.html;à faire
CM1, CM2;Mathematiques;Les unites de masse (g, kg, t);quiz;mathematiques/les-unites-de-masse-g-kg-t.html;à faire
CM1, CM2;Mathematiques;Lien entre unites de mesure et numeration;quiz;mathematiques/lien-entre-unites-de-mesure-et-numeration.html;à faire
CM1, CM2;Mathematiques;Lien entre unites de numeration et unites de mesure;quiz;mathematiques/lien-entre-unites-de-numeration-et-unites-de-mesure.html;à faire
CM1, CM2;Mathematiques;Mesurer et construire un angle avec un rapporteur;quiz;mathematiques/mesurer-et-construire-un-angle-avec-un-rapporteur.html;à faire
CM1, CM2;Mathematiques;Notion d'aire et pavage;quiz;mathematiques/notion-d-aire-et-pavage.html;à faire
CM1, CM2;Mathematiques;Notion de perimetre;quiz;mathematiques/notion-de-perimetre.html;à faire
CM1, CM2;Mathematiques;Volume : le cube, le pave droit;calcul;mathematiques/volume-le-cube-le-pave-droit.html;à faire
CM1, CM2;Mathematiques;Comparaison de decimaux au dixieme;classement;mathematiques/comparaison-de-decimaux-au-dixieme.html;à faire
CM1, CM2;Mathematiques;Comparaison de nombres decimaux;classement;mathematiques/comparaison-de-nombres-decimaux.html;à faire
CM1, CM2;Mathematiques;Ecriture des nombres a 1 decimale;quiz;mathematiques/ecriture-des-nombres-a-1-decimale.html;à faire
CM1, CM2;Mathematiques;Ecriture des nombres a 2 decimales;quiz;mathematiques/ecriture-des-nombres-a-2-decimales.html;à faire
CM1, CM2;Mathematiques;Ecriture jusqu'a 3 decimales;quiz;mathematiques/ecriture-jusqu-a-3-decimales.html;à faire
CM1, CM2;Mathematiques;Encadrement de nombres decimaux;quiz;mathematiques/encadrement-de-nombres-decimaux.html;à faire
CM1, CM2;Mathematiques;Intercaler des nombres decimaux entre deux valeurs;quiz;mathematiques/intercaler-des-nombres-decimaux-entre-deux-valeurs.html;à faire
CM1, CM2;Mathematiques;Introduction des centiemes;quiz;mathematiques/introduction-des-centiemes.html;à faire
CM1, CM2;Mathematiques;Lecture des nombres a 1 decimale;quiz;mathematiques/lecture-des-nombres-a-1-decimale.html;à faire
CM1, CM2;Mathematiques;Lecture des nombres a 2 decimales;quiz;mathematiques/lecture-des-nombres-a-2-decimales.html;à faire
CM1, CM2;Mathematiques;Lecture jusqu'a 3 decimales;quiz;mathematiques/lecture-jusqu-a-3-decimales.html;à faire
CM1, CM2;Mathematiques;Lien entre dixiemes et ecriture decimale;quiz;mathematiques/lien-entre-dixiemes-et-ecriture-decimale.html;à faire
CM1, CM2;Mathematiques;Lien entre fractions et nombres decimaux;association;mathematiques/lien-entre-fractions-et-nombres-decimaux.html;à faire
CM1, CM2;Mathematiques;Relation entre fractions decimales et ecritures a virgule;quiz;mathematiques/relation-entre-fractions-decimales-et-ecritures-a-virgule.html;à faire
CM1, CM2;Mathematiques;Comparaison de grands nombres;classement;mathematiques/comparaison-de-grands-nombres.html;à faire
CM1, CM2;Mathematiques;Comparer et ranger des grands nombres;classement;mathematiques/comparer-et-ranger-des-grands-nombres.html;à faire
CM1, CM2;Mathematiques;Decomposition des grands nombres;quiz;mathematiques/decomposition-des-grands-nombres.html;à faire
CM1, CM2;Mathematiques;Decomposition des nombres en unites, dizaines, centaines, milliers;quiz;mathematiques/decomposition-des-nombres-en-unites-dizaines-centaines-milliers.html;à faire
CM1, CM2;Mathematiques;Ecriture des nombres jusqu'au milliard;quiz;mathematiques/ecriture-des-nombres-jusqu-au-milliard.html;à faire
CM1, CM2;Mathematiques;Ecriture des nombres jusqu'au million;quiz;mathematiques/ecriture-des-nombres-jusqu-au-million.html;à faire
CM1, CM2;Mathematiques;Encadrement des grands nombres a l'unite, dizaine, centaine pres;quiz;mathematiques/encadrement-des-grands-nombres-a-l-unite-dizaine-centaine-pres.html;à faire
CM1, CM2;Mathematiques;Encadrer un grand nombre par deux nombres consecutifs;quiz;mathematiques/encadrer-un-grand-nombre-par-deux-nombres-consecutifs.html;à faire
CM1, CM2;Mathematiques;Encadrer un nombre par deux nombres consecutifs;quiz;mathematiques/encadrer-un-nombre-par-deux-nombres-consecutifs.html;à faire
CM1, CM2;Mathematiques;Lecture des nombres jusqu'au milliard;quiz;mathematiques/lecture-des-nombres-jusqu-au-milliard.html;à faire
CM1, CM2;Mathematiques;Lecture des nombres jusqu'au million;quiz;mathematiques/lecture-des-nombres-jusqu-au-million.html;à faire
CM1, CM2;Mathematiques;Placer des grands nombres sur une demi-droite graduee;quiz;mathematiques/placer-des-grands-nombres-sur-une-demi-droite-graduee.html;à faire
CM1, CM2;Mathematiques;Placer les grands nombres sur une demi-droite graduee;quiz;mathematiques/placer-les-grands-nombres-sur-une-demi-droite-graduee.html;à faire
CM1, CM2;Mathematiques;Rangement de grands nombres;classement;mathematiques/rangement-de-grands-nombres.html;à faire
CM1, CM2;Mathematiques;Calcul de 50%, 25%, 75% d'une quantite;calcul;mathematiques/calcul-de-50-25-75-d-une-quantite.html;à faire
CM1, CM2;Mathematiques;Coefficient de proportionnalite;calcul;mathematiques/coefficient-de-proportionnalite.html;à faire
CM1, CM2;Mathematiques;Lecture et utilisation d'une echelle simple;carte;mathematiques/lecture-et-utilisation-d-une-echelle-simple.html;à faire
CM1, CM2;Mathematiques;Notion de pourcentage;quiz;mathematiques/notion-de-pourcentage.html;à faire
CM1, CM2;Mathematiques;Passage par l'unite;calcul;mathematiques/passage-par-l-unite.html;à faire
CM1, CM2;Mathematiques;Propriete d'additivite;quiz;mathematiques/propriete-d-additivite.html;à faire
CM1, CM2;Mathematiques;Reconnaissance d'une situation de proportionnalite;quiz;mathematiques/reconnaissance-d-une-situation-de-proportionnalite.html;à faire
CP;Mathematiques;Codage de deplacements simples;quiz;mathematiques/codage-de-deplacements-simples.html;à faire
CP;Mathematiques;Cube et pave droit (face, sommet);quiz;mathematiques/cube-et-pave-droit-face-sommet.html;à faire
CP;Mathematiques;Le carre;quiz;mathematiques/le-carre.html;à faire
CP;Mathematiques;Le cercle;quiz;mathematiques/le-cercle.html;à faire
CP;Mathematiques;Le rectangle;quiz;mathematiques/le-rectangle.html;à faire
CP;Mathematiques;Le triangle;quiz;mathematiques/le-triangle.html;à faire
CP;Mathematiques;Reconnaissance des solides usuels;tri;mathematiques/reconnaissance-des-solides-usuels.html;à faire
CP;Mathematiques;Reperage dans la classe;quiz;mathematiques/reperage-dans-la-classe.html;à faire
CP;Mathematiques;Utilisation de la regle;quiz;mathematiques/utilisation-de-la-regle.html;à faire
CP;Mathematiques;Comparaison de longueurs;classement;mathematiques/comparaison-de-longueurs.html;à faire
CP;Mathematiques;Comparaison de masses;classement;mathematiques/comparaison-de-masses.html;à faire
CP;Mathematiques;L'euro (pieces et billets);quiz;mathematiques/l-euro-pieces-et-billets.html;à faire
CP;Mathematiques;La balance a plateaux;quiz;mathematiques/la-balance-a-plateaux.html;à faire
CP;Mathematiques;La regle graduee;quiz;mathematiques/la-regle-graduee.html;à faire
CP;Mathematiques;Le metre;quiz;mathematiques/le-metre.html;à faire
CP;Mathematiques;Lecture de l'heure (heures entieres);quiz;mathematiques/lecture-de-l-heure-heures-entieres.html;à faire
CP;Mathematiques;Mesure en cm;calcul;mathematiques/mesure-en-cm.html;à faire
CP;Mathematiques;Addition posee (2 nombres a 2 chiffres);calcul;mathematiques/addition-posee-2-nombres-a-2-chiffres.html;à faire
CP;Mathematiques;Complements a 10;calcul;mathematiques/complements-a-10.html;à faire
