Niveau;Matiere;Notion;Type_jeu;Fichier_html;Statut
3e, 4e, 5e, 6e;Allemand;La negation dans la phrase (nicht / kein);lacunes;allemand/negation-nicht-kein.html;fait
3e, 4e, 5e, 6e;Allemand;La phrase a la voix passive;lacunes;allemand/la-phrase-a-la-voix-passive.html;à faire
3e, 4e, 5e, 6e;Allemand;La phrase interrogative;construction;allemand/la-phrase-interrogative.html;à faire
3e, 4e, 5e, 6e;Allemand;La phrase subordonnee;lacunes;allemand/la-phrase-subordonnee.html;à faire
3e, 4e, 5e, 6e;Allemand;La phrase subordonnee relative;lacunes;allemand/la-phrase-subordonnee-relative.html;à faire
3e, 4e, 5e, 6e;Allemand;La ponctuation;quiz;allemand/la-ponctuation.html;à faire
3e, 4e, 5e, 6e;Allemand;La proposition infinitive;lacunes;allemand/la-proposition-infinitive.html;à faire
3e, 4e, 5e, 6e;Allemand;La syntaxe de la phrase declarative;puzzle;allemand/la-syntaxe-de-la-phrase-declarative.html;à faire
3e, 4e, 5e, 6e;Allemand;L'adjectif attribut;lacunes;allemand/l-adjectif-attribut.html;à faire
3e, 4e, 5e, 6e;Allemand;L'adjectif epithete et ses declinaisons;quiz;allemand/l-adjectif-epithete-et-ses-declinaisons.html;à faire
3e, 4e, 5e, 6e;Allemand;L'adjectif possessif;lacunes;allemand/l-adjectif-possessif.html;à faire
3e, 4e, 5e, 6e;Allemand;Le comparatif;lacunes;allemand/le-comparatif.html;à faire
3e, 4e, 5e, 6e;Allemand;Le genitif saxon;quiz;allemand/le-genitif-saxon.html;à faire
3e, 4e, 5e, 6e;Allemand;Le pluriel des noms;quiz;allemand/le-pluriel-des-noms.html;à faire
3e, 4e, 5e, 6e;Allemand;Le superlatif;lacunes;allemand/le-superlatif.html;à faire
3e, 4e, 5e, 6e;Allemand;Les determinants definis et indefinis sujets;lacunes;allemand/les-determinants-definis-et-indefinis-sujets.html;à faire
3e, 4e, 5e, 6e;Allemand;Les determinants et leurs declinaisons;quiz;allemand/les-determinants-et-leurs-declinaisons.html;à faire
3e, 4e, 5e, 6e;Allemand;Les pronoms demonstratifs;lacunes;allemand/les-pronoms-demonstratifs.html;à faire
3e, 4e, 5e, 6e;Allemand;Les pronoms personnels;lacunes;allemand/les-pronoms-personnels.html;à faire
3e, 4e, 5e, 6e;Allemand;Les auxiliaires;lacunes;allemand/les-auxiliaires.html;à faire
3e, 4e, 5e, 6e;Allemand;Les verbes a preverbe separable;lacunes;allemand/les-verbes-a-preverbe-separable.html;à faire
3e, 4e, 5e, 6e;Allemand;Les verbes de modalite;lacunes;allemand/les-verbes-de-modalite.html;à faire
3e, 4e, 5e, 6e;Allemand;Les verbes faibles et les verbes forts;tri;allemand/les-verbes-faibles-et-les-verbes-forts.html;à faire
3e, 4e, 5e, 6e;Allemand;Les verbes pronominaux;lacunes;allemand/les-verbes-pronominaux.html;à faire
3e, 4e, 5e, 6e;Allemand;Les complements de lieu (locatif / directionnel);lacunes;allemand/les-complements-de-lieu-locatif-directionnel.html;à faire
3e, 4e, 5e, 6e;Allemand;Les complements de temps;lacunes;allemand/les-complements-de-temps.html;à faire
3e, 4e, 5e, 6e;Allemand;Les conjonctions de coordination;lacunes;allemand/les-conjonctions-de-coordination.html;à faire
3e, 4e, 5e, 6e;Allemand;Les prepositions mixtes;lacunes;allemand/les-prepositions-mixtes.html;à faire
3e, 4e, 5e, 6e;Allemand;Les prepositions suivies de l'accusatif;quiz;allemand/les-prepositions-suivies-de-l-accusatif.html;à faire
3e, 4e, 5e, 6e;Allemand;Les prepositions suivies du datif;quiz;allemand/les-prepositions-suivies-du-datif.html;à faire
3e, 4e, 5e, 6e;Allemand;L'imperatif;conjugaison;allemand/l-imperatif.html;à faire
3e, 4e, 5e, 6e;Allemand;L'indicatif present;conjugaison;allemand/l-indicatif-present.html;à faire
3e, 4e, 5e, 6e;Allemand;Le futur;conjugaison;allemand/le-futur.html;à faire
3e, 4e, 5e, 6e;Allemand;Le parfait;conjugaison;allemand/le-parfait.html;à faire
3e, 4e, 5e, 6e;Allemand;Le preterit;conjugaison;allemand/le-preterit.html;à faire
3e, 4e, 5e, 6e;Allemand;Le subjonctif II present;conjugaison;allemand/le-subjonctif-ii-present.html;à faire
3e, 4e, 5e, 6e;Allemand;Donner son avis, exprimer le souhait, la cause, l'opinion, l'hypothese, le but, la concession;construction;allemand/donner-son-avis-exprimer-le-souhait-la-cause-l-opinion-l-hypothese-le-but-la-concession.html;à faire
3e, 4e, 5e, 6e;Allemand;L'ecole;memory;allemand/l-ecole.html;à faire
3e, 4e, 5e, 6e;Allemand;La description physique;association;allemand/la-description-physique.html;à faire
3e, 4e, 5e, 6e;Allemand;La famille et la maison;memory;allemand/la-famille-et-la-maison.html;à faire
3e, 4e, 5e, 6e;Allemand;La nourriture;memory;allemand/la-nourriture.html;à faire
3e, 4e, 5e, 6e;Allemand;Les chiffres;quiz;allemand/les-chiffres.html;à faire
3e, 4e, 5e, 6e;Allemand;Les couleurs;association;allemand/les-couleurs.html;à faire
3e, 4e, 5e, 6e;Allemand;Les metiers;memory;allemand/les-metiers.html;à faire
3e, 4e, 5e, 6e;Allemand;Les transports;memory;allemand/les-transports.html;à faire
3e, 4e, 5e, 6e;Allemand;Les vetements;memory;allemand/les-vetements.html;à faire
3e, 4e, 5e, 6e;Allemand;Meteo, saisons, mois;memory;allemand/meteo-saisons-mois.html;à faire
3e, 4e, 5e, 6e;Allemand;Parler de ce qui se trouve autour de soi;flashcard;allemand/parler-de-ce-qui-se-trouve-autour-de-soi.html;à faire
3e, 4e, 5e, 6e;Allemand;Parler de soi;flashcard;allemand/parler-de-soi.html;à faire
3e, 4e, 5e, 6e;Allemand;Villes et pays;memory;allemand/villes-et-pays.html;à faire
Lycee;Allemand;A quoi sert werden ?;quiz;allemand/a-quoi-sert-werden.html;à faire
Lycee;Allemand;Art et pouvoir;quiz;allemand/art-et-pouvoir.html;à faire
Lycee;Allemand;Citoyennete et mondes virtuels;quiz;allemand/citoyennete-et-mondes-virtuels.html;à faire
Lycee;Allemand;Comparatif et superlatif;lacunes;allemand/comparatif-et-superlatif.html;à faire
Lycee;Allemand;Comprehension ecrite;quiz;allemand/comprehension-ecrite.html;à faire
Lycee;Allemand;Comprehension orale;quiz;allemand/comprehension-orale.html;à faire
Lycee;Allemand;Diversite et inclusion;quiz;allemand/diversite-et-inclusion.html;à faire
Lycee;Allemand;Erreurs a eviter;quiz;allemand/erreurs-a-eviter.html;à faire
Lycee;Allemand;Espace prive et espace public;quiz;allemand/espace-prive-et-espace-public.html;à faire
Lycee;Allemand;Expression ecrite;quiz;allemand/expression-ecrite.html;à faire
Lycee;Allemand;Expression orale;flashcard;allemand/expression-orale.html;à faire
Lycee;Allemand;Exprimer l'appartenance;lacunes;allemand/exprimer-l-appartenance.html;à faire
Lycee;Allemand;Fictions et realite;quiz;allemand/fictions-et-realite.html;à faire
Lycee;Allemand;Identites et echanges;quiz;allemand/identites-et-echanges.html;à faire
Lycee;Allemand;Innovations scientifiques et responsabilite;quiz;allemand/innovations-scientifiques-et-responsabilite.html;à faire
Lycee;Allemand;La negation : kein ou nicht ?;lacunes;allemand/la-negation-kein-ou-nicht.html;à faire
Lycee;Allemand;La place du verbe conjugue;lacunes;allemand/la-place-du-verbe-conjugue.html;à faire
Lycee;Allemand;Le parfait;conjugaison;allemand/le-parfait.html;à faire
Lycee;Allemand;Le present de l'indicatif;conjugaison;allemand/le-present-de-l-indicatif.html;à faire
Lycee;Allemand;Le preterit;conjugaison;allemand/le-preterit.html;à faire
Lycee;Allemand;Le subjonctif II;conjugaison;allemand/le-subjonctif-ii.html;à faire
Lycee;Allemand;Les declinaisons;quiz;allemand/les-declinaisons.html;à faire
Lycee;Allemand;Les EC1 et 2 en langues vivantes;quiz;allemand/les-ec1-et-2-en-langues-vivantes.html;à faire
Lycee;Allemand;Les indications de temps et de lieu (locatif, directionnel);lacunes;allemand/les-indications-de-temps-et-de-lieu-locatif-directionnel.html;à faire
Lycee;Allemand;Les relatives;lacunes;allemand/les-relatives.html;à faire
Lycee;Allemand;Les verbes de modalite;lacunes;allemand/les-verbes-de-modalite.html;à faire
Lycee;Allemand;L'oral et l'ecrit;quiz;allemand/l-oral-et-l-ecrit.html;à faire
Lycee;Allemand;Territoire et memoire;quiz;allemand/territoire-et-memoire.html;à faire
Lycee;Allemand;Vocabulaire et expression;flashcard;allemand/vocabulaire-et-expression.html;à faire
Lycee;Allemand;La ponctuation;quiz;allemand/la-ponctuation.html;à faire
Lycee;Allemand;La syntaxe de la phrase declarative;puzzle;allemand/la-syntaxe-de-la-phrase-declarative.html;à faire
Lycee;Allemand;La phrase interrogative;construction;allemand/la-phrase-interrogative.html;à faire
Lycee;Allemand;La phrase subordonnee;lacunes;allemand/la-phrase-subordonnee.html;à faire
Lycee;Allemand;La phrase subordonnee relative;lacunes;allemand/la-phrase-subordonnee-relative.html;à faire
Lycee;Allemand;La phrase a la voix passive;lacunes;allemand/la-phrase-a-la-voix-passive.html;à faire
Lycee;Allemand;La proposition infinitive;lacunes;allemand/la-proposition-infinitive.html;à faire
Lycee;Allemand;Les determinants definis et indefinis sujets;lacunes;allemand/les-determinants-definis-et-indefinis-sujets.html;à faire
Lycee;Allemand;Les determinants et leurs declinaisons;quiz;allemand/les-determinants-et-leurs-declinaisons.html;à faire
Lycee;Allemand;Les pronoms personnels;lacunes;allemand/les-pronoms-personnels.html;à faire
Lycee;Allemand;Les pronoms demonstratifs;lacunes;allemand/les-pronoms-demonstratifs.html;à faire
Lycee;Allemand;Le pluriel des noms;quiz;allemand/le-pluriel-des-noms.html;à faire
Lycee;Allemand;L'adjectif attribut;lacunes;allemand/l-adjectif-attribut.html;à faire
Lycee;Allemand;L'adjectif epithete et ses declinaisons;quiz;allemand/l-adjectif-epithete-et-ses-declinaisons.html;à faire
Lycee;Allemand;L'adjectif possessif;lacunes;allemand/l-adjectif-possessif.html;à faire
Lycee;Allemand;Le genitif saxon;quiz;allemand/le-genitif-saxon.html;à faire
Lycee;Allemand;Prepositions suivies de l'accusatif;quiz;allemand/prepositions-suivies-de-l-accusatif.html;à faire
Lycee;Allemand;Prepositions suivies du datif;quiz;allemand/prepositions-suivies-du-datif.html;à faire
Lycee;Allemand;Prepositions mixtes;lacunes;allemand/prepositions-mixtes.html;à faire
Lycee;Allemand;Conjonctions de coordination;lacunes;allemand/conjonctions-de-coordination.html;à faire
Lycee;Allemand;Les complements de temps;lacunes;allemand/les-complements-de-temps.html;à faire
Lycee;Allemand;Les auxilliaires;lacunes;allemand/les-auxilliaires.html;à faire
Lycee;Allemand;Verbes faibles - verbes forts;tri;allemand/verbes-faibles-verbes-forts.html;à faire
Lycee;Allemand;Les verbes a preverbe separable;lacunes;allemand/les-verbes-a-preverbe-separable.html;à faire
Lycee;Allemand;Les verbes pronominaux;lacunes;allemand/les-verbes-pronominaux.html;à faire
Lycee;Allemand;Le futur;conjugaison;allemand/le-futur.html;à faire
Lycee;Allemand;L'imperatif;conjugaison;allemand/l-imperatif.html;à faire
3e, 4e, 5e;Anglais;La coordination simple (and, but, or);lacunes;anglais/la-coordination-simple-and-but-or.html;à faire
3e, 4e, 5e;Anglais;Les complements de temps et leur place dans la phrase;lacunes;anglais/les-complements-de-temps-et-leur-place-dans-la-phrase.html;à faire
3e, 4e, 5e;Anglais;Le comparatif et le superlatif des adjectifs;lacunes;anglais/le-comparatif-et-le-superlatif-des-adjectifs.html;à faire
3e, 4e, 5e;Anglais;Le present perfect : premiere approche;lacunes;anglais/le-present-perfect-premiere-approche.html;à faire
3e, 4e, 5e;Anglais;Les pronoms relatifs (who, which, that);lacunes;anglais/les-pronoms-relatifs-who-which-that.html;à faire
3e, 4e, 5e;Anglais;Le third conditional;lacunes;anglais/le-third-conditional.html;à faire
3e, 4e, 5e;Anglais;Second conditionnel : If + preterit + would;lacunes;anglais/second-conditionnel-if-preterit-would.html;à faire
3e, 4e, 5e;Anglais;Differencier will et going to;quiz;anglais/differencier-will-et-going-to.html;à faire
3e, 4e, 5e;Anglais;Le futur avec going to : projets et intentions;lacunes;anglais/le-futur-avec-going-to-projets-et-intentions.html;à faire
3e, 4e, 5e;Anglais;Le futur avec will : predictions et decisions spontanees;lacunes;anglais/le-futur-avec-will-predictions-et-decisions-spontanees.html;à faire
3e, 4e, 5e;Anglais;Get + adjectif/participe passe;lacunes;anglais/get-adjectif-participe-passe.html;à faire
3e, 4e, 5e;Anglais;Used to : habitudes passees;lacunes;anglais/used-to-habitudes-passees.html;à faire
3e, 4e, 5e;Anglais;If + present simple : hypothese realiste;lacunes;anglais/if-present-simple-hypothese-realiste.html;à faire
3e, 4e, 5e;Anglais;Emplois de la voix passive en anglais;quiz;anglais/emplois-de-la-voix-passive-en-anglais.html;à faire
3e, 4e, 5e;Anglais;Formation de la voix passive aux temps simples;lacunes;anglais/formation-de-la-voix-passive-aux-temps-simples.html;à faire
3e, 4e, 5e;Anglais;BE au preterit (was/were);conjugaison;anglais/be-au-preterit-was-were.html;à faire
3e, 4e, 5e;Anglais;Le preterit continu (was/were + V-ing);conjugaison;anglais/le-preterit-continu-was-were-v-ing.html;à faire
3e, 4e, 5e;Anglais;Le preterit simple : verbes reguliers et irreguliers;conjugaison;anglais/le-preterit-simple-verbes-reguliers-et-irreguliers.html;à faire
3e, 4e, 5e;Anglais;Les adverbes de frequence (always, often, sometimes...);lacunes;anglais/les-adverbes-de-frequence-always-often-sometimes.html;à faire
3e, 4e, 5e;Anglais;Les prepositions de temps (in, on, at, from...to);lacunes;anglais/les-prepositions-de-temps-in-on-at-from-to.html;à faire
3e, 4e, 5e;Anglais;L'expression de la capacite au passe (could, was/were able to);lacunes;anglais/l-expression-de-la-capacite-au-passe-could-was-were-able-to.html;à faire
3e, 4e, 5e;Anglais;Les modaux du conseil et de l'obligation (should, must, have to);lacunes;anglais/les-modaux-du-conseil-et-de-l-obligation-should-must-have-to.html;à faire
3e, 4e, 5e;Anglais;Les modaux au passe;lacunes;anglais/les-modaux-au-passe.html;à faire
3e, 4e, 5e;Anglais;May/might : probabilite et permission;lacunes;anglais/may-might-probabilite-et-permission.html;à faire
3e, 4e, 5e;Anglais;Would/could : politesse et suggestion;lacunes;anglais/would-could-politesse-et-suggestion.html;à faire
3e, 4e, 5e;Anglais;Les connecteurs logiques essentiels;association;anglais/les-connecteurs-logiques-essentiels.html;à faire
3e, 4e, 5e;Anglais;Le present perfect : approfondissement;lacunes;anglais/le-present-perfect-approfondissement.html;à faire
3e, 4e, 5e;Anglais;Present perfect VS preterit : quand utiliser l'un ou l'autre ?;quiz;anglais/present-perfect-vs-preterit-quand-utiliser-l-un-ou-l-autre.html;à faire
3e, 4e, 5e;Anglais;Les modaux essentiels : can, must, may;lacunes;anglais/les-modaux-essentiels-can-must-may.html;à faire
3e, 4e, 5e;Anglais;Les verbes de gout : like, love, hate + V-ing;lacunes;anglais/les-verbes-de-gout-like-love-hate-v-ing.html;à faire
3e, 4e, 5e;Anglais;Differencier present simple et present continu;quiz;anglais/differencier-present-simple-et-present-continu.html;à faire
3e, 4e, 5e;Anglais;Le present continu (BE + V-ing) : actions en cours;lacunes;anglais/le-present-continu-be-v-ing-actions-en-cours.html;à faire
3e, 4e, 5e;Anglais;Le present simple : formation et emploi;lacunes;anglais/present-simple.html;fait
3e, 4e, 5e;Anglais;La construction des questions avec DO/DOES;construction;anglais/la-construction-des-questions-avec-do-does.html;à faire
3e, 4e, 5e;Anglais;La negation au present simple;lacunes;anglais/la-negation-au-present-simple.html;à faire
3e, 4e, 5e;Anglais;Le discours rapporte : changements de temps;lacunes;anglais/le-discours-rapporte-changements-de-temps.html;à faire
3e, 4e, 5e;Anglais;Les questions rapportees;lacunes;anglais/les-questions-rapportees.html;à faire
3e, 4e, 5e;Anglais;Les propositions infinitives;lacunes;anglais/les-propositions-infinitives.html;à faire
3e, 4e, 5e;Anglais;Les structures causatives (make/let/have someone do);lacunes;anglais/les-structures-causatives-make-let-have-someone-do.html;à faire
3e, 4e, 5e;Anglais;Argumenter (firstly, then, finally...);construction;anglais/argumenter-firstly-then-finally.html;à faire
3e, 4e, 5e;Anglais;Exprimer son opinion;construction;anglais/exprimer-son-opinion.html;à faire
3e, 4e, 5e;Anglais;Decrire une personne (physique et caractere);flashcard;anglais/decrire-une-personne-physique-et-caractere.html;à faire
3e, 4e, 5e;Anglais;Parler de ses activites et loisirs;flashcard;anglais/parler-de-ses-activites-et-loisirs.html;à faire
6e;Anglais;L'Afrique anglophone;quiz;anglais/l-afrique-anglophone.html;à faire
6e;Anglais;L'Amerique du Nord;quiz;anglais/l-amerique-du-nord.html;à faire
6e;Anglais;L'Australie;quiz;anglais/l-australie.html;à faire
6e;Anglais;L'Irlande;quiz;anglais/l-irlande.html;à faire
6e;Anglais;Le continent indien;quiz;anglais/le-continent-indien.html;à faire
6e;Anglais;Le Royaume-Uni;quiz;anglais/le-royaume-uni.html;à faire
6e;Anglais;Have got : exprimer la possession;lacunes;anglais/have-got-exprimer-la-possession.html;à faire
6e;Anglais;Le verbe BE au present + pronoms personnels sujets;lacunes;anglais/le-verbe-be-au-present-pronoms-personnels-sujets.html;à faire
6e;Anglais;Les articles (a/an/the) et les adjectifs possessifs;lacunes;anglais/les-articles-a-an-the-et-les-adjectifs-possessifs.html;à faire
6e;Anglais;Les nombres (1-100) et dire l'heure;quiz;anglais/les-nombres-1-100-et-dire-l-heure.html;à faire
6e;Anglais;Les reperes temporels (jours, mois, saisons);memory;anglais/les-reperes-temporels-jours-mois-saisons.html;à faire
6e;Anglais;Les mots interrogatifs de base + questions avec BE;construction;anglais/les-mots-interrogatifs-de-base-questions-avec-be.html;à faire
6e;Anglais;La place de l'adjectif et les prepositions de lieu courantes;lacunes;anglais/la-place-de-l-adjectif-et-les-prepositions-de-lieu-courantes.html;à faire
6e;Anglais;L'habitat et la ville;memory;anglais/l-habitat-et-la-ville.html;à faire
6e;Anglais;La faune et la flore;memory;anglais/la-faune-et-la-flore.html;à faire
6e;Anglais;Le corps et les vetements;memory;anglais/le-corps-et-les-vetements.html;à faire
6e;Anglais;Le materiel scolaire et les couleurs;memory;anglais/le-materiel-scolaire-et-les-couleurs.html;à faire
6e;Anglais;Les habitudes alimentaires;memory;anglais/les-habitudes-alimentaires.html;à faire
6e;Anglais;Les metiers, les sports et les loisirs;memory;anglais/les-metiers-les-sports-et-les-loisirs.html;à faire
6e;Anglais;Se presenter et parler de sa famille;flashcard;anglais/se-presenter-et-parler-de-sa-famille.html;à faire
Lycee;Anglais;Accentuation et prononciation;quiz;anglais/accentuation-et-prononciation.html;à faire
Lycee;Anglais;Adjectif en -ing et en -ed;lacunes;anglais/adjectif-en-ing-et-en-ed.html;à faire
Lycee;Anglais;Art et pouvoir;quiz;anglais/art-et-pouvoir.html;à faire
Lycee;Anglais;Both, neither, either;lacunes;anglais/both-neither-either.html;à faire
Lycee;Anglais;Citoyennete et mondes virtuels;quiz;anglais/citoyennete-et-mondes-virtuels.html;à faire
Lycee;Anglais;Comprehension ecrite;quiz;anglais/comprehension-ecrite.html;à faire
Lycee;Anglais;Comprehension orale;quiz;anglais/comprehension-orale.html;à faire
Lycee;Anglais;Diversite et inclusion;quiz;anglais/diversite-et-inclusion.html;à faire
Lycee;Anglais;Erreurs a eviter;quiz;anglais/erreurs-a-eviter.html;à faire
Lycee;Anglais;Espace prive et espace public;quiz;anglais/espace-prive-et-espace-public.html;à faire
Lycee;Anglais;Expression ecrite;quiz;anglais/expression-ecrite.html;à faire
Lycee;Anglais;Expression orale;flashcard;anglais/expression-orale.html;à faire
Lycee;Anglais;Exprimer la concession, la condition et l'opposition;construction;anglais/exprimer-la-concession-la-condition-et-l-opposition.html;à faire
Lycee;Anglais;Fictions et realite;quiz;anglais/fictions-et-realite.html;à faire
Lycee;Anglais;Identites et echanges;quiz;anglais/identites-et-echanges.html;à faire
Lycee;Anglais;Innovations scientifiques et responsabilite;quiz;anglais/innovations-scientifiques-et-responsabilite.html;à faire
Lycee;Anglais;Langage : acronymes et argot;flashcard;anglais/langage-acronymes-et-argot.html;à faire
Lycee;Anglais;Le comparatif;lacunes;anglais/le-comparatif.html;à faire
Lycee;Anglais;Le discours indirect;lacunes;anglais/le-discours-indirect.html;à faire
Lycee;Anglais;Le futur;lacunes;anglais/le-futur.html;à faire
Lycee;Anglais;Le plu perfect;lacunes;anglais/le-plu-perfect.html;à faire
Lycee;Anglais;Le present perfect;lacunes;anglais/le-present-perfect.html;à faire
Lycee;Anglais;Le preterit;conjugaison;anglais/le-preterit.html;à faire
Lycee;Anglais;Le superlatif;lacunes;anglais/le-superlatif.html;à faire
Lycee;Anglais;Les adverbes;lacunes;anglais/les-adverbes.html;à faire
Lycee;Anglais;Les EC1 et 2 en langues vivantes;quiz;anglais/les-ec1-et-2-en-langues-vivantes.html;à faire
Lycee;Anglais;Les phrasal verbs;association;anglais/les-phrasal-verbs.html;à faire
Lycee;Anglais;Les pronoms relatifs;lacunes;anglais/les-pronoms-relatifs.html;à faire
Lycee;Anglais;Les subordonnees relatives;lacunes;anglais/les-subordonnees-relatives.html;à faire
Lycee;Anglais;Les trois conditionnels;quiz;anglais/les-trois-conditionnels.html;à faire
Lycee;Anglais;Les verbes modaux;lacunes;anglais/les-verbes-modaux.html;à faire
Lycee;Anglais;L'expression de la duree;lacunes;anglais/l-expression-de-la-duree.html;à faire
Lycee;Anglais;Like ou as;lacunes;anglais/like-ou-as.html;à faire
Lycee;Anglais;Much ou many;lacunes;anglais/much-ou-many.html;à faire
Lycee;Anglais;Present perfect et past perfect;quiz;anglais/present-perfect-et-past-perfect.html;à faire
Lycee;Anglais;Present simple VS present BE+ING;quiz;anglais/present-simple-vs-present-be-ing.html;à faire
Lycee;Anglais;Principaux verbes prepositionnels;association;anglais/principaux-verbes-prepositionnels.html;à faire
Lycee;Anglais;Still ou yet;lacunes;anglais/still-ou-yet.html;à faire
Lycee;Anglais;Territoire et memoire;quiz;anglais/territoire-et-memoire.html;à faire
Lycee;Anglais;This or that;lacunes;anglais/this-or-that.html;à faire
Lycee;Anglais;To ou for;lacunes;anglais/to-ou-for.html;à faire
Lycee;Anglais;Valeur des temps du passe et du present;quiz;anglais/valeur-des-temps-du-passe-et-du-present.html;à faire
Lycee;Anglais;Les determinants;lacunes;anglais/les-determinants.html;à faire
Lycee;Anglais;Exprimer une quantite;lacunes;anglais/exprimer-une-quantite.html;à faire
Lycee;Anglais;Les adjectifs qualificatifs;lacunes;anglais/les-adjectifs-qualificatifs.html;à faire
Lycee;Anglais;Infinitif et gerondif;lacunes;anglais/infinitif-et-gerondif.html;à faire
Lycee;Anglais;Les verbes lexicaux et les auxilliaires;quiz;anglais/les-verbes-lexicaux-et-les-auxilliaires.html;à faire
Lycee;Anglais;Preterit simple et preterit BE+ING;quiz;anglais/preterit-simple-et-preterit-be-ing.html;à faire
Lycee;Anglais;Les questions;construction;anglais/les-questions.html;à faire
Lycee;Anglais;La phrase exclamative;construction;anglais/la-phrase-exclamative.html;à faire
Lycee;Anglais;Exprimer la cause et le but;lacunes;anglais/exprimer-la-cause-et-le-but.html;à faire
Lycee;Anglais;Exprimer l'habitude;lacunes;anglais/exprimer-l-habitude.html;à faire
Lycee;Anglais;La voix passive;lacunes;anglais/la-voix-passive.html;à faire
Lycee;Anglais;L'imperatif;lacunes;anglais/l-imperatif.html;à faire
Lycee;Anglais;L'expression de la possession;lacunes;anglais/l-expression-de-la-possession.html;à faire
Lycee;Anglais;Les mots de liaison dans un texte;association;anglais/les-mots-de-liaison-dans-un-texte.html;à faire
3e;EMC;Etre francais : nation, nationalite et citoyennete;quiz;emc/etre-francais-nation-nationalite-et-citoyennete.html;à faire
3e;EMC;Francais et Europeens : principes, valeurs et symboles;quiz;emc/francais-et-europeens-principes-valeurs-et-symboles.html;à faire
3e;EMC;La defense et la securite;quiz;emc/la-defense-et-la-securite.html;à faire
3e;EMC;L'engagement du citoyen;quiz;emc/l-engagement-du-citoyen.html;à faire
3e;EMC;La loi dans la Republique;quiz;emc/la-loi-dans-la-republique.html;à faire
3e;EMC;La Ve Republique;quiz;emc/la-ve-republique.html;à faire
4e;EMC;Des valeurs democratiques - Voter, un droit fondamental;quiz;emc/des-valeurs-democratiques-voter-un-droit-fondamental.html;à faire
4e;EMC;L'egalite, une valeur fondamentale;quiz;emc/l-egalite-une-valeur-fondamentale.html;à faire
4e;EMC;La liberte, une valeur fondamentale;quiz;emc/la-liberte-une-valeur-fondamentale.html;à faire
4e;EMC;Les citoyens et la vie democratique;quiz;emc/les-citoyens-et-la-vie-democratique.html;à faire
4e;EMC;Respecter autrui et les differences;quiz;emc/respecter-autrui-et-les-differences.html;à faire
4e;EMC;La justice;quiz;emc/la-justice.html;à faire
4e;EMC;Le role de la loi et du droit dans la societe;quiz;emc/le-role-de-la-loi-et-du-droit-dans-la-societe.html;à faire
4e;EMC;La securite pour tous;quiz;emc/la-securite-pour-tous.html;à faire
5e;EMC;Developper son esprit critique;quiz;emc/developper-son-esprit-critique.html;à faire
5e;EMC;Respecter autrui;vrai-faux;emc/respecter-autrui.html;à faire
5e;EMC;S'engager dans la vie democratique;quiz;emc/s-engager-dans-la-vie-democratique.html;à faire
5e;EMC;Agir pour l'egalite femmes-hommes;quiz;emc/agir-pour-l-egalite-femmes-hommes.html;à faire
5e;EMC;Lutter contre les prejuges et les discriminations;quiz;emc/lutter-contre-les-prejuges-et-les-discriminations.html;à faire
6e;EMC;Le droit a la vie privee;quiz;emc/le-droit-a-la-vie-privee.html;à faire
6e;EMC;Respecter autrui et les differences;quiz;emc/respecter-autrui-et-les-differences.html;à faire
6e;EMC;La laicite;quiz;emc/la-laicite.html;à faire
6e;EMC;Etre citoyen dans sa commune;quiz;emc/etre-citoyen-dans-sa-commune.html;à faire
6e;EMC;Interet individuel, interet collectif;quiz;emc/interet-individuel-interet-collectif.html;à faire
6e;EMC;Devenir collegien;quiz;emc/devenir-collegien.html;à faire
6e;EMC;Les symboles de la Republique;association;emc/les-symboles-de-la-republique.html;à faire
CE1, CE2;EMC;Accepter le point de vue des autres;quiz;emc/accepter-le-point-de-vue-des-autres.html;à faire
CE1, CE2;EMC;Discuter et debattre;quiz;emc/discuter-et-debattre.html;à faire
CE1, CE2;EMC;La communication a l'ecole;quiz;emc/la-communication-a-l-ecole.html;à faire
CE1, CE2;EMC;La reflexion critique;quiz;emc/la-reflexion-critique.html;à faire
CE1, CE2;EMC;Les emotions et les sentiments;quiz;emc/les-emotions-et-les-sentiments.html;à faire
CE1, CE2;EMC;S'informer;quiz;emc/s-informer.html;à faire
CE1, CE2;EMC;L'engagement dans la classe et dans l'ecole;quiz;emc/l-engagement-dans-la-classe-et-dans-l-ecole.html;à faire
CE1, CE2;EMC;L'interet particulier et l'interet general;quiz;emc/l-interet-particulier-et-l-interet-general.html;à faire
CE1, CE2;EMC;Respecter des engagements;vrai-faux;emc/respecter-des-engagements.html;à faire
CE1, CE2;EMC;L'organisation de la Republique francaise;quiz;emc/l-organisation-de-la-republique-francaise.html;à faire
CE1, CE2;EMC;Adopter un comportement responsable;vrai-faux;emc/adopter-un-comportement-responsable.html;à faire
CE1, CE2;EMC;La bonne attitude a l'ecole;vrai-faux;emc/la-bonne-attitude-a-l-ecole.html;à faire
CE1, CE2;EMC;Les droits et les devoirs;quiz;emc/les-droits-et-les-devoirs.html;à faire
CE1, CE2;EMC;Les regles de la vie collective;quiz;emc/les-regles-de-la-vie-collective.html;à faire
CE1, CE2;EMC;Les sanctions;quiz;emc/les-sanctions.html;à faire
CE1, CE2;EMC;Respecter les autres;vrai-faux;emc/respecter-les-autres.html;à faire
CE1, CE2;EMC;La laicite;quiz;emc/la-laicite.html;à faire
